ESTAMAA 

------------------------
Ayumiim Ungipaghaatangi 

ayumiim	ayumigh*[N][Rel][Unpd][Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-siq[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-siq[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	ete-@₁~:(u)n[V→N]-agh[N→V]-sigh[V→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-@₁~:(u)n[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––i[N→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-––igh[N→V]-–ghllagu[V→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyaghpete[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–gpe[V→V]-te[V→V][V][Intr][Ind][3Sg]
unaghsighllaguyaghpetuq	unaghsigh-–ghllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-(pete)fte[V→V][V][Intr][Ind][3Sg]

tamaana	tamaa-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Opt][PRS][2Sg]
tamaana	tamaa-@₁~:(u)n[V→N][N][Abs][3SgPoss][SgPosd]
tamaana	tamaa-@₁~fna[V→V][V][Intr][Opt][PRS][2Sg]
tamaana	tamaa-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Opt][PRS][2Sg]

------------------------


------------------------
Ellnganguq taana quunpeng piyuggaghmeng Sivuqaghtaqelghii, akmagaataghluni kaataqelghii.

ellnganguq	ellnga-–nge[N→V][V][Intr][Ind][3Sg]
ellnganguq	ellnga[N][Abs][Unpd][Sg]-nguq[Encl]
ellnganguq	ellngagh-–ngugh*[V→N][N][Abs][Unpd][Sg]

taana	taane[V][Intr][Intrg][3Sg]
taana	taana

quunpeng	quunpeng

sivuqaghtaqelghii	Sivuqagh-–ghte[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	Sivuqagh-te[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	Sivuqagh-taq[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	Sivuqagh-ta[N→N]-qe[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~–(g₁)kaq[V→N]-–ghte[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~–qagh[V→V]-–ghte[V→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~–qagh[V→V]-(s)ta[V→N]-qe[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~–qagh[V→V]-te[V→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~–qaghte[V→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivugh-~sf–(g₃)kaq[V→N]-–ghte[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivu-qe[N→V]-~aghte[V→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]
sivuqaghtaqelghii	sivu-qaq[N→N]-–ghte[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]

akmagaataghluni	akmag-–ghagh*[N→N]-~:(ng₁)u[N→V]-tagh[V→V][V][Intr][Sbrd][3Sg]
akmagaataghluni	akmag-~aatagh[V→V][V][Intr][Sbrd][3Sg]
akmagaataghluni	akmag-agh[N→V]-~:(ng₁)u[V→V]-tagh[V→V][V][Intr][Sbrd][3Sg]

kaataqelghii	kaate-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Sg]

------------------------


------------------------
Taakwnanguq maaten nalugvigughtekaq naayvaghrugllaguyaghtuq kiiwem esnenganeng kenlekluni.

maaten	maaten
maaten	maatete[N][Abs][Unpd][Sg]

nalugvigughtekaq	nalugvig-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-te[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-te[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)u[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)u[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)u[N→V]-–ghte[V→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)u[N→V]-–ghte[V→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)ughte[N→V]-~–(g₁)kaq[V→N][N][Abs][Unpd][Sg]
nalugvigughtekaq	nalugvig-~:(ng₁)ughte[N→V]-@₂~fkaq[V→N][N][Abs][Unpd][Sg]

naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–ghte[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-te[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-–ghte[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-@₁~fyagh[V→V]-te[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-–ghte[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fyagh[V→V]-te[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	Naayvagh-–ghrugllag[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N]-@₁~fyagh[N→V]-te[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	naayvagh-–ghrug[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-–ghte[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	naayvagh-–ghrug[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	naayvagh-–ghrug[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-te[V→V][V][Intr][Ind][3Sg]
naayvaghrugllaguyaghtuq	naayvagh-–ghrug[V→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-@₁~fyagh[V→V]-–ghte[V→V][V][Intr][Ind][3Sg]
