ESTAMAA 

------------------------
Ayumiim Ungipaghaatangi 

ayumiim	ayumigh*[N][Rel][Unpd][Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
